web-scraper-order,web-scraper-start-url,Type_habit,Prix,Adresse,Image_lien-src
"1739917822-468","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble garçon","13 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513877_uploaded_image1_1641564259.jpg"
"1739917822-469","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement bébé","5 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3512035_uploaded_image1_1641478303.jpg"
"1739917822-470","https://sn.coinafrique.com/categorie/vetements-enfants","Pull friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502826_uploaded_image1_1640879287.jpg"
"1739917822-471","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502825_uploaded_image1_1640879211.jpg"
"1739917822-472","https://sn.coinafrique.com/categorie/vetements-enfants","Robe princesse","25 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3495993_uploaded_image1_1640295236.jpg"
"1739917822-473","https://sn.coinafrique.com/categorie/vetements-enfants","Jeans enfants","6 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3495990_uploaded_image1_1640295017.jpg"
"1739917822-474","https://sn.coinafrique.com/categorie/vetements-enfants","Collant enfant","2 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3492922_uploaded_image1_1640098024.jpg"
"1739917822-475","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","1 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3491313_uploaded_image1_1639999946.jpg"
"1739917822-476","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements garçon 0-24 mois","2 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3491173_uploaded_image1_1639994016.jpg"
"1739917822-477","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement friperie bébé","20 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3491052_uploaded_image1_1639984599.jpg"
"1739917822-478","https://sn.coinafrique.com/categorie/vetements-enfants","Ensembles enfant","4 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3490179_uploaded_image2_1639899300.jpeg"
"1739917822-479","https://sn.coinafrique.com/categorie/vetements-enfants","Collants enfant - 0 à 24 mois","2 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3488219_uploaded_image1_1639747204.jpg"
"1739917822-480","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble  enfant","6 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3487929_uploaded_image1_1639736157.jpg"
"1739917822-481","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3483054_uploaded_image1_1639471866.jpg"
"1739917822-482","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fille","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3480133_uploaded_image1_1639253211.jpg"
"1739917822-483","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3475710_uploaded_image1_1639000859.jpg"
"1739917822-484","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3472103_uploaded_image1_1638829619.jpg"
"1739917822-485","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","25 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3470013_uploaded_image1_1638728238.jpg"
"1739917822-486","https://sn.coinafrique.com/categorie/vetements-enfants","Pull capuche enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468416_uploaded_image1_1638627351.jpg"
"1739917822-487","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468413_uploaded_image1_1638627289.jpg"
"1739917822-488","https://sn.coinafrique.com/categorie/vetements-enfants","Pull capuche enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468409_uploaded_image1_1638627241.jpg"
"1739917822-489","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fille","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3467169_uploaded_image1_1638560609.jpg"
"1739917822-490","https://sn.coinafrique.com/categorie/vetements-enfants","Robe de cérémonie","25 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3462842_uploaded_image1_1638387220.jpg"
"1739917822-491","https://sn.coinafrique.com/categorie/vetements-enfants","Slip  enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3462374_uploaded_image3_1638371268.jpeg"
"1739917822-492","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalon enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3460818_uploaded_image1_1638313368.jpg"
"1739917822-493","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3460815_uploaded_image1_1638313292.jpg"
"1739917822-494","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3460197_uploaded_image1_1638285384.jpg"
"1739917822-495","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg"
"1739917822-496","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3447441_uploaded_image2_1637437933.jpeg"
"1739917822-497","https://sn.coinafrique.com/categorie/vetements-enfants","Culotte friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3447436_uploaded_image1_1637437824.jpg"
"1739917822-498","https://sn.coinafrique.com/categorie/vetements-enfants","Bonnet bébé","1 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3446293_uploaded_image1_1637361506.jpg"
"1739917822-499","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3438481_uploaded_image1_1636971503.jpg"
"1739917822-500","https://sn.coinafrique.com/categorie/vetements-enfants","Combinaison surf pour enfant","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3420805_uploaded_image1_1636035011.jpg"
"1739917822-501","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","13 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3416581_uploaded_image1_1635864100.jpg"
"1739917822-502","https://sn.coinafrique.com/categorie/vetements-enfants","Bonnets écharpes pour enfants","10 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3415286_uploaded_image1_1635821970.jpg"
"1739917822-503","https://sn.coinafrique.com/categorie/vetements-enfants","Bonnets écharpes enfants","8 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3415284_uploaded_image1_1635821557.jpg"
"1739917822-504","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson Poir Pour Enfant","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3414761_uploaded_image1_1635795193.jpg"
"1739917822-505","https://sn.coinafrique.com/categorie/vetements-enfants","Caleçons coton enfant -  12 pièces","6 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3412103_uploaded_image1_1635684897.jpg"
"1739917822-506","https://sn.coinafrique.com/categorie/vetements-enfants","Robe de princesse","30 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3410760_uploaded_image1_1635583935.jpg"
"1739917822-507","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble garçon","15 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405987_uploaded_image1_1635327202.jpg"
"1739917822-508","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfant","15 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405969_uploaded_image1_1635326776.jpg"
"1739917822-509","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3404857_uploaded_image1_1635260273.jpg"
"1739917822-510","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3404666_uploaded_image1_1635254147.jpg"
"1739917822-511","https://sn.coinafrique.com/categorie/vetements-enfants","Robe de princesse","10 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3401212_uploaded_image1_1635078924.jpg"
"1739917822-512","https://sn.coinafrique.com/categorie/vetements-enfants","Robe de princesse","10 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3401211_uploaded_image1_1635078841.jpg"
"1739917822-513","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3398130_uploaded_image1_1634894756.jpg"
"1739917822-514","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement bébé","3 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3396665_uploaded_image1_1634813452.jpg"
"1739917822-515","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bébé","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3396563_uploaded_image1_1634810875.jpg"
"1739917822-516","https://sn.coinafrique.com/categorie/vetements-enfants","Grenouillère bébé","6 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3374507_uploaded_image1_1633645210.jpg"
"1739917822-517","https://sn.coinafrique.com/categorie/vetements-enfants","Articles bébés","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395767_uploaded_image1_1634755870.jpg"
"1739917822-518","https://sn.coinafrique.com/categorie/vetements-enfants","Robe bébé","1 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395494_uploaded_image1_1634745752.jpg"
"1739917822-519","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement bébé","1 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395485_uploaded_image3_1634745594.jpeg"
"1739917822-520","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","2 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395480_uploaded_image1_1634745484.jpg"
"1739917822-521","https://sn.coinafrique.com/categorie/vetements-enfants","Grenouillère bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3340891_uploaded_image1_1631956848.jpg"
"1739917822-522","https://sn.coinafrique.com/categorie/vetements-enfants","Grenouillère bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3340897_uploaded_image1_1631956928.jpg"
"1739917822-523","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg"
"1739917822-524","https://sn.coinafrique.com/categorie/vetements-enfants","Short de friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365569_uploaded_image1_1633264344.jpg"
"1739917822-525","https://sn.coinafrique.com/categorie/vetements-enfants","Jeans de friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365568_uploaded_image1_1633264290.jpg"
"1739917822-526","https://sn.coinafrique.com/categorie/vetements-enfants","Jeans de friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365566_uploaded_image1_1633264236.jpg"
"1739917822-527","https://sn.coinafrique.com/categorie/vetements-enfants","Jeans de friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365564_uploaded_image1_1633264163.jpg"
"1739917822-528","https://sn.coinafrique.com/categorie/vetements-enfants","Short de friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365562_uploaded_image1_1633264117.jpg"
"1739917822-529","https://sn.coinafrique.com/categorie/vetements-enfants","Caleçon enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3347857_uploaded_image1_1632316849.jpg"
"1739917822-530","https://sn.coinafrique.com/categorie/vetements-enfants","Tee-shirt enfant","4 000CFA","Tambacounda, Sénégal","https://images.coinafrique.com/thumb_3344999_uploaded_image1_1632183344.jpg"
"1739917822-531","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble pour bébé","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3342098_uploaded_image1_1632007227.jpg"
"1739917822-532","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","4 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3339695_uploaded_image1_1631884032.jpg"
"1739917822-533","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3338087_uploaded_image1_1631803844.jpg"
"1739917822-534","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalon enfant","5 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3334446_uploaded_image1_1631630022.jpg"
"1739917822-535","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalon enfant","5 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3334439_uploaded_image1_1631629866.jpg"
"1739917822-536","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3330818_uploaded_image1_1631454754.jpg"
"1739917822-537","https://sn.coinafrique.com/categorie/vetements-enfants","Maillot enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3323046_uploaded_image1_1631093504.jpg"
"1739917822-538","https://sn.coinafrique.com/categorie/vetements-enfants","Hijab  enfant","1 500CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3319762_uploaded_image1_1630942932.jpg"
"1739917822-539","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble garçon","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3312390_uploaded_image1_1630601676.jpg"
"1739917822-540","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble garçon","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3312388_uploaded_image1_1630601614.jpg"
"1739917822-541","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble   garçon","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3312381_uploaded_image1_1630601429.jpg"
"1739917822-542","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble costume garçon","22 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3312379_uploaded_image1_1630601374.jpg"
"1739917822-543","https://sn.coinafrique.com/categorie/vetements-enfants","Robes","6 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3309778_uploaded_image1_1630514175.jpg"
"1739917822-544","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","3 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3308950_uploaded_image1_1630499428.jpg"
"1739917822-545","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3306671_uploaded_image1_1630416750.jpg"
"1739917822-546","https://sn.coinafrique.com/categorie/vetements-enfants","Chemises Pimkie","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3303661_uploaded_image1_1630249960.jpg"
"1739917822-547","https://sn.coinafrique.com/categorie/vetements-enfants","Caleçons pour enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3298165_uploaded_image1_1629920561.jpg"
"1739917822-548","https://sn.coinafrique.com/categorie/vetements-enfants","Robe wax enfant","12 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_3292897_uploaded_image1_1629649247.jpg"
"1739917822-549","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fille","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3292529_uploaded_image1_1629627801.jpg"
"1739917822-550","https://sn.coinafrique.com/categorie/vetements-enfants","Robes fille","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3292525_uploaded_image1_1629627694.jpg"
"1739917822-551","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble 3 pièces garçon","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3288163_uploaded_image1_1629374065.jpg"
"1739917822-552","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble 3 pièces garçons","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3288161_uploaded_image1_1629373998.jpg"
"1739917822-553","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3284080_uploaded_image1_1629189917.jpg"
"1739917822-554","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements friperies enfants","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3269998_uploaded_image1_1628452686.jpg"
"1739917822-555","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble combinaison enfant 2 pièces","7 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3268417_uploaded_image1_1628359055.jpg"
"1739917822-556","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfant","4 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3266560_uploaded_image1_1628269772.jpg"
"1739917822-557","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements de friperie","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3252830_uploaded_image1_1627680137.jpg"
"1739917822-558","https://sn.coinafrique.com/categorie/vetements-enfants","Sous vêtements enfants","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3250923_uploaded_image1_1627575838.jpg"
"1739917822-559","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","12 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_3246336_uploaded_image1_1627341068.jpg"
"1739917822-560","https://sn.coinafrique.com/categorie/vetements-enfants","Maillot de bain enfant","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3243385_uploaded_image1_1627145773.jpg"
"1739917822-561","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble short fille","8 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3243381_uploaded_image1_1627145505.jpg"
"1739917822-562","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3225642_uploaded_image1_1626171489.jpg"
"1739917822-563","https://sn.coinafrique.com/categorie/vetements-enfants","Robe   enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3223803_uploaded_image1_1626088912.jpg"
"1739917822-564","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3223798_uploaded_image1_1626088863.jpg"
"1739917822-565","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3223774_uploaded_image1_1626088433.jpg"
"1739917822-566","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222211_uploaded_image1_1626008052.jpg"
"1739917822-567","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221637_uploaded_image1_1625954553.jpg"
"1739917822-568","https://sn.coinafrique.com/categorie/vetements-enfants","Djellaba enfant","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3201236_uploaded_image1_1625141023.jpg"
"1739917822-569","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","2 500CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_3199217_uploaded_image1_1625065031.jpg"
"1739917822-570","https://sn.coinafrique.com/categorie/vetements-enfants","Boubou enfant","1 000CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_3199201_uploaded_image1_1625064316.jpg"
"1739917822-571","https://sn.coinafrique.com/categorie/vetements-enfants","Sous-vêtement Enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg"
"1739917822-572","https://sn.coinafrique.com/categorie/vetements-enfants","Habits bébé","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3192618_uploaded_image1_1624700331.jpg"
"1739917822-573","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble vêtements","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3186865_uploaded_image1_1624408771.jpg"
"1739917822-574","https://sn.coinafrique.com/categorie/vetements-enfants","Sous vêtement enfants","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3186113_uploaded_image1_1624378022.jpg"
"1739917822-575","https://sn.coinafrique.com/categorie/vetements-enfants","T-shirt enfant","1 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3186107_uploaded_image1_1624377710.jpg"
"1739917822-576","https://sn.coinafrique.com/categorie/vetements-enfants","Robe pour fillette","12 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3178371_uploaded_image1_1623973004.jpg"
"1739917822-577","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3176544_uploaded_image1_1623885930.jpg"
"1739917822-578","https://sn.coinafrique.com/categorie/vetements-enfants","Jeans de friperie enfant","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174226_uploaded_image1_1623782700.jpg"
"1739917822-579","https://sn.coinafrique.com/categorie/vetements-enfants","Robe de friperie enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174224_uploaded_image1_1623782622.jpg"
"1739917822-580","https://sn.coinafrique.com/categorie/vetements-enfants","Robes de friperie enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174220_uploaded_image1_1623782572.jpg"
"1739917822-581","https://sn.coinafrique.com/categorie/vetements-enfants","Robe de friperie enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174219_uploaded_image1_1623782525.jpg"
"1739917822-582","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174216_uploaded_image1_1623782453.jpg"
"1739917822-583","https://sn.coinafrique.com/categorie/vetements-enfants","Robe de friperie - enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174214_uploaded_image1_1623782405.jpg"
"1739917822-584","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174209_uploaded_image1_1623782334.jpg"
"1739917822-585","https://sn.coinafrique.com/categorie/vetements-enfants","Jeans friperie enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174207_uploaded_image1_1623782291.jpg"
"1739917822-586","https://sn.coinafrique.com/categorie/vetements-enfants","Jeans de friperie","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174201_uploaded_image1_1623782246.jpg"
"1739917822-587","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble chemises + pantalon friperie enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174199_uploaded_image2_1623782190.jpeg"
"1739917822-588","https://sn.coinafrique.com/categorie/vetements-enfants","Robe fillette","7 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3172225_uploaded_image1_1623704262.jpg"
"1739917822-589","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3163009_uploaded_image1_1623254458.jpg"
"1739917822-590","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","30 000CFA","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_3160326_uploaded_image1_1623155200.jpg"
"1739917822-591","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bébé été","5 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3156533_uploaded_image1_1622995117.jpg"
"1739917822-592","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble été avec bavoir bébé","5 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3156529_uploaded_image1_1622995007.jpg"
"1739917822-593","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bébé","4 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3153951_uploaded_image1_1622847447.jpg"
"1739917822-594","https://sn.coinafrique.com/categorie/vetements-enfants","Robe  enfant","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3147894_uploaded_image1_1622636034.jpg"
"1739917822-595","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","1 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3138756_uploaded_image2_1622223312.jpeg"
"1739917822-596","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","1 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3138754_uploaded_image1_1622223222.jpg"
"1739917822-597","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","1 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3138750_uploaded_image1_1622223144.jpg"
"1739917822-598","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3138747_uploaded_image1_1622223048.jpg"
"1739917822-599","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble  pour garçon","4 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3137963_uploaded_image1_1622193150.jpg"
