web-scraper-order,web-scraper-start-url,Type_habit,Prix,Adresse,Image_lien-src
"1739917822-133","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalon friperie enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4604379_uploaded_image1_1708513648.jpg"
"1739917822-134","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalon enfant friperie","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4604378_uploaded_image1_1708513583.jpg"
"1739917822-135","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson enfants","8 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4556181_uploaded_image1_1705852562.jpg"
"1739917822-136","https://sn.coinafrique.com/categorie/vetements-enfants","Robe bébé 0 - 9 mois","2 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4588746_uploaded_image1_1707650951.jpg"
"1739917822-137","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements pour bébé","500CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4585357_uploaded_image1_1707428281.jpg"
"1739917822-138","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble blouson pour fille","4 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4577293_uploaded_image1_1707012822.jpg"
"1739917822-139","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","8 500CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4571573_uploaded_image1_1706729137.jpg"
"1739917822-140","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","8 500CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4571570_uploaded_image1_1706729054.jpg"
"1739917822-141","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","10 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4571564_uploaded_image1_1706728937.jpg"
"1739917822-142","https://sn.coinafrique.com/categorie/vetements-enfants","Vetements  enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg"
"1739917822-143","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","6 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg"
"1739917822-144","https://sn.coinafrique.com/categorie/vetements-enfants","Vetement enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4510412_uploaded_image1_1703252917.jpg"
"1739917822-145","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4510416_uploaded_image1_1703253068.jpg"
"1739917822-146","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson pour enfant 4 - 15 ans","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4505009_uploaded_image1_1702930372.jpg"
"1739917822-147","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble blouson pour fille","5 500CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4538922_uploaded_image1_1704933290.jpg"
"1739917822-148","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson pour fille","6 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4527014_uploaded_image1_1704375688.jpg"
"1739917822-149","https://sn.coinafrique.com/categorie/vetements-enfants","Pull enfant avec capuche","5 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4522850_uploaded_image1_1704190687.jpg"
"1739917822-150","https://sn.coinafrique.com/categorie/vetements-enfants","Pull pour enfant","5 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4522837_uploaded_image1_1704190481.jpg"
"1739917822-151","https://sn.coinafrique.com/categorie/vetements-enfants","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517974_uploaded_image2_1703783715.jpeg"
"1739917822-152","https://sn.coinafrique.com/categorie/vetements-enfants","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4516547_uploaded_image1_1703706216.jpg"
"1739917822-153","https://sn.coinafrique.com/categorie/vetements-enfants","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4513354_uploaded_image3_1703506745.jpeg"
"1739917822-154","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson enfant","5 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4511874_uploaded_image1_1703350100.jpg"
"1739917822-155","https://sn.coinafrique.com/categorie/vetements-enfants","Blouson enfant","5 500CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4511870_uploaded_image1_1703349818.jpg"
"1739917822-156","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants 2 - 6ans","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4464056_uploaded_image1_1700401019.jpg"
"1739917822-157","https://sn.coinafrique.com/categorie/vetements-enfants","Caleçons garçon","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4483580_uploaded_image1_1701637915.jpg"
"1739917822-158","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4455065_uploaded_image1_1699814184.jpg"
"1739917822-159","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble veste pour enfant","23 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4479762_uploaded_image1_1701402947.jpg"
"1739917822-160","https://sn.coinafrique.com/categorie/vetements-enfants","Boxers fillette","6 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4471141_uploaded_image1_1700838256.jpg"
"1739917822-161","https://sn.coinafrique.com/categorie/vetements-enfants","Slips enfants","7 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4467057_uploaded_image1_1700591564.jpg"
"1739917822-162","https://sn.coinafrique.com/categorie/vetements-enfants","Polos  Lacoste enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4394815_uploaded_image1_1695942580.jpg"
"1739917822-163","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4394813_uploaded_image1_1695942485.jpg"
"1739917822-164","https://sn.coinafrique.com/categorie/vetements-enfants","Jeans  pour enfants","6 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4397937_uploaded_image1_1696183097.jpg"
"1739917822-165","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4430601_uploaded_image1_1698283193.jpg"
"1739917822-166","https://sn.coinafrique.com/categorie/vetements-enfants","Robe de prière enfant","2 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4421455_uploaded_image1_1697627353.jpg"
"1739917822-167","https://sn.coinafrique.com/categorie/vetements-enfants","Bambinerie enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4416818_uploaded_image3_1697296868.jpeg"
"1739917822-168","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalon pour enfants","2 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4405127_uploaded_image1_1696582094.jpg"
"1739917822-169","https://sn.coinafrique.com/categorie/vetements-enfants","Polo Lacoste enfant","1 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4405119_uploaded_image1_1696581900.jpg"
"1739917822-170","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4402991_uploaded_image1_1696452237.jpg"
"1739917822-171","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble 2 pièces pour fille","14 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4402284_uploaded_image1_1696423054.jpg"
"1739917822-172","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements fille","4 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4350530_uploaded_image1_1692994986.jpg"
"1739917822-173","https://sn.coinafrique.com/categorie/vetements-enfants","Short enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4381693_uploaded_image1_1695062191.jpg"
"1739917822-174","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","9 300CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4342288_uploaded_image1_1692460517.jpg"
"1739917822-175","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4375138_uploaded_image1_1694611073.jpg"
"1739917822-176","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4375129_uploaded_image1_1694610764.jpg"
"1739917822-177","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements friperies  enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4375124_uploaded_image1_1694610661.jpg"
"1739917822-178","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble vêtement enfant","15 300CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4340725_uploaded_image1_1692365333.jpg"
"1739917822-179","https://sn.coinafrique.com/categorie/vetements-enfants","T-shirt","9 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4340716_uploaded_image1_1692364927.jpg"
"1739917822-180","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4333845_uploaded_image1_1691951676.jpg"
"1739917822-181","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfants","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4330580_uploaded_image1_1691701473.jpg"
"1739917822-182","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement  enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4330576_uploaded_image1_1691701385.jpg"
"1739917822-183","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4327566_uploaded_image1_1691526561.jpg"
"1739917822-184","https://sn.coinafrique.com/categorie/vetements-enfants","Maillot enfant","2 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4344836_uploaded_image1_1692651906.jpg"
"1739917822-185","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4314416_uploaded_image1_1690724018.jpg"
"1739917822-186","https://sn.coinafrique.com/categorie/vetements-enfants","Couette bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4338195_uploaded_image1_1692223604.jpg"
"1739917822-187","https://sn.coinafrique.com/categorie/vetements-enfants","Djellaba enfants","8 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4288629_uploaded_image1_1688997320.jpg"
"1739917822-188","https://sn.coinafrique.com/categorie/vetements-enfants","Pyjama bébé","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4316063_uploaded_image2_1690843428.jpeg"
"1739917822-189","https://sn.coinafrique.com/categorie/vetements-enfants","Culotte Berksha enfant","15 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4304204_uploaded_image1_1690023768.jpg"
"1739917822-190","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268608_uploaded_image1_1687563200.jpg"
"1739917822-191","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268605_uploaded_image1_1687563103.jpg"
"1739917822-192","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4267930_uploaded_image1_1687524110.jpg"
"1739917822-193","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble pour enfants","10 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4267915_uploaded_image1_1687523597.jpg"
"1739917822-194","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4266992_uploaded_image1_1687458981.jpg"
"1739917822-195","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","7 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4265951_uploaded_image1_1687419299.jpg"
"1739917822-196","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalon en coton","6 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4284180_uploaded_image2_1688677380.jpeg"
"1739917822-197","https://sn.coinafrique.com/categorie/vetements-enfants","Hijab enfant","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4280858_uploaded_image1_1688492406.jpg"
"1739917822-198","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4273754_uploaded_image1_1687981649.jpg"
"1739917822-199","https://sn.coinafrique.com/categorie/vetements-enfants","Maillots enfants","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4267451_uploaded_image1_1687487532.jpg"
"1739917822-200","https://sn.coinafrique.com/categorie/vetements-enfants","Sous vêtements   enfants","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4224162_uploaded_image1_1684629308.jpg"
"1739917822-201","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258723_uploaded_image1_1686906445.jpg"
"1739917822-202","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258722_uploaded_image3_1686906376.jpeg"
"1739917822-203","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalons enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258717_uploaded_image2_1686906277.jpeg"
"1739917822-204","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258716_uploaded_image1_1686906201.jpg"
"1739917822-205","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258714_uploaded_image1_1686906133.jpg"
"1739917822-206","https://sn.coinafrique.com/categorie/vetements-enfants","Maillot enfant","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4236342_uploaded_image1_1685480812.jpg"
"1739917822-207","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4223428_uploaded_image1_1684582026.jpg"
"1739917822-208","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4223425_uploaded_image3_1684581867.jpeg"
"1739917822-209","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants 3 piéces","12 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4172007_uploaded_image1_1681208524.jpg"
